screen_name,description,followers_count,statuses_count,created_at,mentions_ibm,blank_bio
newthaisgent,สังคมเราก้อมีไรแปลกๆ สด ใหม่ตลอดเวลา ใช้ชีวิตแบบมี #สติ นะเพื่อน,2212,39255,Sat Feb 20 04:00:46 +0000 2016,0,0
jayjay38016211,,76,505,Fri May 25 03:53:17 +0000 2018,0,1
ZumbanoVictor,Engenharia da Computação Front-End / Data Science / Marketing Digital / Artificial Intelligence.  SpaceSix 🚀,7,22,Sat Apr 20 13:27:01 +0000 2019,0,0
Juan_Monroy10,,45,6,Wed May 21 04:09:59 +0000 2014,0,1
joeaustinmiller,,4,2,Tue Jul 27 19:41:34 +0000 2010,0,1
Nilanjan619,,3,1,Mon Jul 25 04:13:11 +0000 2016,0,1
Chouhanumesh007, ॐ सर्वे भवन्तु सुखिनः सर्वे सन्तु निरामयाः । सर्वे भद्राणि पश्यन्तु मा कश्चिद्दुःखभाग्भवेत् । ॐ शान्तिः शान्तिः ॥,185,129,Fri Mar 15 00:15:07 +0000 2019,0,0
AlbertiniRob,Mai discutere con un idiota. Ti trascina al suo livello e ti batte con l’esperienza (Oscar Wilde) - For Passion: https://t.co/n2AqD8KTdS,140,748,Tue Jan 15 10:38:12 +0000 2013,0,0
NumanEngr,"Mechanical Engineer,Sheikhupura, punjab, Love u Pakistan",42,1181,Thu Apr 05 17:36:06 +0000 2012,0,0
esharsha,,53,30,Wed Nov 11 08:34:53 +0000 2009,0,1
RPaneeu,student,2,0,Fri Apr 19 09:05:48 +0000 2019,0,0
RunnerBliss,"#runnerbliss chasing my Asics to places where art, science & fascinating people connect.Sound mind sound body. Wireless Health Fitness Food Running Skiing Style",89414,90491,Sun Apr 26 22:27:25 +0000 2009,0,0
85VC,,36,7,Sun Sep 16 08:45:28 +0000 2012,0,1
jcmagro,,3,9,Fri Apr 24 11:43:48 +0000 2009,0,1
karnoldpack,,3,0,Sun Jan 29 16:18:53 +0000 2017,0,1
shaikhsimran263,working,24,3,Fri Oct 27 08:30:38 +0000 2017,0,0
yukeshcandy,,16,10,Sun Nov 29 08:09:01 +0000 2015,0,1
WorldofICT,Everything #ICT #Cloud #Data #Center #DataCenter #Server #data #center #hyperconverged #hyperscale #it #infrastructure #sddc #sddn #datacentre,26,12,Sat Apr 20 11:20:19 +0000 2019,0,0
munnakumarram,,123,263,Mon Feb 28 12:21:49 +0000 2011,0,1
Mesuttali,DAAA DAA DA,73,936,Wed Feb 16 11:52:08 +0000 2011,0,0
KleoMalima,Business Engineer|Millennial Innovator|Supply chain Specialist|Misunderstood Kasi Intellect,441,1604,Mon May 13 12:21:53 +0000 2013,0,0
juliovbmoraes,Genuine 80’s,196,1007,Sat Sep 26 23:22:46 +0000 2009,0,0
ElieWanko,Deep learning Engineer 👨🏽‍🎓💙 |  PyTorch Udacity Scholar 🎉💻,69,185,Wed Sep 26 17:55:43 +0000 2018,0,0
mgonzalez68,,7,66,Wed Dec 22 10:10:17 +0000 2010,0,1
ProximaMusic33,,0,0,Thu Feb 27 14:09:11 +0000 2014,0,1
maroof1410,Indian🇮🇳🇮🇳,3,2,Mon Feb 12 07:27:55 +0000 2018,0,0
jieyouxu,Computer Science student. Interested in Program Analysis.,61,8,Tue May 21 01:24:12 +0000 2013,0,0
duzgunsg,,14,0,Mon Feb 18 17:58:53 +0000 2013,0,1
bhaskarmukherji,,30,140,Wed Sep 23 19:25:37 +0000 2009,0,1
chaiwat1706gma1,Curious,40,3,Sun Jan 06 00:31:35 +0000 2019,0,0
allen_vishwas,"Am very ambitious and strongly believe in the following: if you think you cannot , rest assured you will not be able to",197,507,Sun Aug 16 14:25:22 +0000 2009,0,0
sithukyaw1,,5,1,Tue Jun 07 04:36:50 +0000 2011,0,1
MedkitInfo,,1471,41849,Tue Feb 13 16:00:36 +0000 2018,0,1
RudraKDave,"Engineer, Tech enthusiastic,
¯\_(ツ)_/¯
🕉️",251,177,Tue Mar 27 12:14:05 +0000 2018,0,0
_Plantgroup,Providing Life A Natural Tomorrow,1,0,Sat Apr 20 10:14:02 +0000 2019,0,0
harish25501521,Electrical Engineering Graduate,24,14,Thu Mar 17 18:50:03 +0000 2016,0,0
TshomsJ,le spirituel,5,1,Thu Apr 11 20:04:49 +0000 2019,0,0
PMothekhe,,9,1,Wed Jul 15 21:18:15 +0000 2015,0,1
PiakAlex,I'm a dreamer,5,4,Sat Apr 20 09:19:18 +0000 2019,0,0
AlejandroGala_,"IBMer. Systems HW - IBM Z & LinuxONE Spain, Portugal, Greece, Israel and Malta Tweets are my own.",135,509,Sat Apr 20 09:17:11 +0000 2019,1,0
Azees08577409,just keep livin.,8,28,Wed Mar 06 02:54:57 +0000 2019,0,0
errolbryce,"husband, father, believer, Smart Energy enthusiast, outdoor junkie. Views are all my own",324,1097,Wed Aug 03 10:07:35 +0000 2011,0,0
AmpumuzaDickson,Software engineer | Technology enthusiast,345,32,Sun Mar 10 19:11:00 +0000 2019,0,0
MvveBdUwP7nucBZ,,8,0,Sat Apr 20 08:38:50 +0000 2019,0,1
ExistenceEnvoy,Actualized. Literally in control of the universe. The 0th king. PLP. Running for president someday! I'm a Libra who fights for Liberty & Justice. LET'S UNITE!,222,429,Wed Jun 24 08:39:36 +0000 2015,0,0
OluwatoyinS3,"I am a data scientist, I love playing with data.",1,0,Sat Apr 20 08:36:01 +0000 2019,0,0
Mostafi42932549,,3,1,Sat Apr 20 08:33:05 +0000 2019,0,1
Po_prostu_sport,"Oficjalny Twitter Po prostu Sport w Polsce.
Piszę o sporcie, o tym co aktualnie dzieje się w świecie sportu i nie tylko...
#1YearToGo
@Tokyo2020
@FIBAWC",197,1231,Sun Jun 24 20:15:47 +0000 2018,0,0
DonnaUWA,,4,26,Thu Oct 06 04:08:49 +0000 2011,0,1
jocelyn1527,🐶❤🙌🙏⚕♒🖊💼🎶🎵📚,5,2,Sat Apr 20 07:20:32 +0000 2019,0,0
dnyaneshwar4684,,0,0,Mon Apr 04 02:40:22 +0000 2011,0,1
BorasPeter,CEO & Founder of RoboticsX @robotics_x,330,493,Fri Jan 13 00:11:10 +0000 2012,0,0
phiiPhi13,"bad people skills
||Four Eyes||Jesus person||Bass player||Programmer||
#thunderup #whynot",2603,18398,Fri Nov 16 07:36:33 +0000 2012,0,0
bhagatasb,,28,12,Fri Jul 17 14:14:46 +0000 2015,0,1
BostonWhale,,16,90,Sun Feb 26 13:47:13 +0000 2017,0,1
vpassaro,,23,4,Fri Jul 31 21:53:05 +0000 2009,0,1
GouravNayyar6,,0,0,Thu Apr 18 11:00:23 +0000 2019,0,1
gugrajah,We must fight for freedom - for the right to call our souls our own. And we must pay the price. - #Sobukwe,13,147,Sat Apr 20 06:28:39 +0000 2019,0,0
ramirezjauregui,,18,29,Fri Dec 24 21:51:36 +0000 2010,0,1
rishagr2691,,18,0,Mon Jun 17 10:44:53 +0000 2013,0,1
TanveerUbadah,Bio Engineer,8,6,Wed Mar 13 15:20:59 +0000 2019,0,0
netcom_ceo,"NetCom Global Technology CEO
A technology company dealing with internet services and networks",62,35,Tue Aug 07 09:23:28 +0000 2012,0,0
RohitJ73880245,,2,0,Sat Apr 20 06:10:50 +0000 2019,0,1
IntellectusEU,Intelligent Language Solutions,4,6,Mon Oct 08 09:08:35 +0000 2018,0,0
TusharS32030529,"BE Mechanical
The_Brand_001",4,1,Sat Apr 20 06:11:05 +0000 2019,0,0
leadfreak1,The Digital Sales Agency - We help #SME Businesses Align Sales & Marketing in the Digital World to Deliver Quantifiable ROI. #B2B #ABM #Marketing #Digital,539,1414,Tue Feb 02 15:20:38 +0000 2016,0,0
mcampero2,VCU’21,9,28,Sun Feb 10 06:05:57 +0000 2019,0,0
linda_lindaj,,19,5,Mon Oct 14 12:42:45 +0000 2013,0,1
sarikaresume,,233,1519,Sat Nov 04 21:55:30 +0000 2017,0,1
Harisai58,"Life is so simple😃, let it be simple 😁. Dont run for opportunities😌 and never loose opportunity😎 that came to u😅. My formula of simple life.",6,56,Tue Aug 13 03:13:48 +0000 2013,0,0
APIdaysGlobal,"You love APIs? We do! We are APIdays, the worldwide conference on APIs (USA EMEA, APAC). Follow us with #APIdays #APIdaysGlobal https://t.co/g0FCRiPFg5",9107,6937,Tue Sep 25 21:44:08 +0000 2012,0,0
ARCK_REACTOR,,3,12,Fri Apr 12 04:47:07 +0000 2019,0,1
iRanjith_kumar,"KAMAL Admirer, Political Persu, Computer Engineer, Techie, & Being Human.",30,702,Thu Mar 26 13:41:35 +0000 2015,0,0
katjack32,"“I believe in Christianity as I believe that the sun has risen: not only because I see it, but because by it, I see everything else.” ― C.S. Lewis",831,9074,Tue May 19 12:04:03 +0000 2009,0,0
fun_jubail,,51,543,Mon Aug 15 19:12:31 +0000 2016,0,1
Naga21464702,,3,0,Sat Apr 20 05:06:17 +0000 2019,0,1
rwtrecs,,152,117,Tue May 12 03:42:55 +0000 2009,0,1
a_clyde,"IT Manager@Lactanet, PM, Dairy, Spouse, Father, Coach, Runner, Habs, All Sports and Travel",12,0,Tue Oct 11 22:09:56 +0000 2011,0,0
bevandervaart,,4,8,Sat Apr 20 02:20:49 +0000 2019,0,1
Sethumadhava7,Myself as I feels Awesome,32,4,Fri Feb 23 19:05:40 +0000 2018,0,0
bhotoo2,"Former web journalist, now content creator for the digital world",145,371,Fri Feb 19 14:07:25 +0000 2010,0,0
gopal_gs1789,,3,1,Thu Sep 11 18:00:37 +0000 2014,0,1
MichaelHales,"Digital product owner and strategist, Experience Designer, Bass Player, Drummer, and would-be Surfer",1031,17345,Tue Mar 11 22:33:14 +0000 2008,0,0
santoshkacker,,25,20,Fri Dec 24 09:31:56 +0000 2010,0,1
RajeevP00121219,,2,2,Wed Feb 27 10:30:56 +0000 2019,0,1
vivek__bhardwaj,"Cloud, Network, Server, Data Storage Virtualization Technology, 😀 LEAD INFRASTRUCTURE ENGINEER",20,23,Sat Jun 14 08:30:40 +0000 2014,0,0
brightloudnoise,,341,830,Fri Jan 12 23:14:39 +0000 2007,0,1
asdelcid87,"Porque de tal manera amó Dios al mundo, que ha dado a su Hijo unigénito, para que todo aquel que en él cree, no se pierda, mas tenga vida eterna.

S.Juan 3:16",103,1679,Tue Jul 27 16:45:19 +0000 2010,0,0
patricio_cd,#TransformaciónDigital #innovación #marketing #fintech ##knowmad #GoT,53,36,Sun Mar 01 17:13:23 +0000 2015,0,0
posop,,4,38,Tue Jun 23 02:14:25 +0000 2009,0,1
AbidSirvella,,2,6,Mon Sep 16 19:45:59 +0000 2013,0,1
d_katz22,VT'19,45,5,Wed May 20 02:14:56 +0000 2015,0,0
Angus03515438,life is a joke and I’m the clown developing actor and YouTuber on the side and master of the absurd 🤡 Irish ☘️ Canadian 🇨🇦 🇮🇪 🏴󠁧󠁢󠁳󠁣󠁴󠁿  taken,326,5468,Wed Apr 10 03:27:34 +0000 2019,0,0
shahid5244886,Software Engineer,8,62,Mon Sep 25 18:05:57 +0000 2017,0,0
CfasLlp,Re Skilling & Up Skilling - Banking  Industry,0,0,Sat Mar 02 17:32:40 +0000 2019,0,0
VivekS29928812,"Yuvanism❤️
Live for Music, Cricket, Travel & Dance",5,5,Sat Oct 10 14:12:51 +0000 2015,0,0
sky82889488,,5,3,Mon Nov 26 11:46:34 +0000 2018,0,1
H_aShiRjaVed,"sHorkoTiAns❤️❤️
Alhamdullilah jUtt❤️❤️
X_faZaiAn❤️",1,8,Sat Apr 20 01:47:49 +0000 2019,0,0
Saaltco,Period Care. Simplified.   Female-founded menstrual care company in beautiful Boise Idaho! #passthesaalt,709,592,Wed Sep 06 05:56:25 +0000 2017,0,0
svenbenandglen,head of #crtgang,229,5110,Thu Mar 01 02:34:12 +0000 2018,0,0
Sazhhhhhhh,Software Engineer bent on designing Skynet.,8,85,Sat Nov 24 08:59:01 +0000 2018,0,0
NellSandroni,,0,21,Mon Mar 27 23:14:19 +0000 2017,0,1
AdvancedTds,Providing Synergy between Blockchain & Industry - Home of $RELAY,376,214,Wed Apr 17 14:02:08 +0000 2019,0,0
juniorquesada,"CARC💙💛🇺🇦 SAPRISSA 💜🇱🇻
Amo el rock y a Dream Theater 🖤🤘

👁️🐝Ⓜ️",374,7703,Thu Mar 17 16:32:09 +0000 2011,0,0
DialloB86443281,Genial,0,0,Sat Apr 20 00:49:01 +0000 2019,0,0
MendyFurmanek,,12,0,Sat Apr 20 00:48:56 +0000 2019,0,1
missmba09,,535,3577,Mon May 25 16:01:49 +0000 2009,0,1
Sidhartha2016,Business & Finance Tech Influencers Technology & Science Tech News,29,6,Sat Jun 25 09:53:45 +0000 2016,0,0
canaltunlu,custom-frame: ON/OFF engineer,36,56,Sat Dec 03 19:23:20 +0000 2011,0,0
FreightBiz,Those that train with us get what they need to succeed!,3,51,Tue Feb 19 16:11:25 +0000 2019,0,0
SavovaUs,Ruseva-Savova & Partners is an advisory firm delivering trust and top-quality services to businesses and public institutions on landmark investments &expansions,2,14,Fri Apr 19 22:43:33 +0000 2019,0,0
ammotlagh1,,17,19,Fri Aug 29 21:36:44 +0000 2014,0,1
OkutaWinnie,Super enthusiastic | Student of everything exciting including AI/ML | Long live rock 'n' roll!|Work hard. Be kind.,334,445,Wed Oct 18 15:31:24 +0000 2017,0,0
mjcarter955,Big Data and HPC MSc student @LivUni_CompSci. Economics graduate @hubsonline.,9,22,Fri Apr 19 23:23:56 +0000 2019,0,0
WIUCGHANA,"The official account of WIUC-GHANA, tweeting about campus, student life etc. Note: links do not constitute endorsement.",356,1098,Sun Jun 05 17:36:09 +0000 2011,0,0
PowerSheetAI,Free https://t.co/0URkXxHfqL #AI-powered ☁synced Database＆BI Dashboard Builder＋Auto Form/Report/Version＋Co-Editing－designed to embed in #Excel #spreadsheets，apps＆websites,1179,259,Tue Jan 03 16:19:38 +0000 2012,0,0
alandelo7,doing whatever it is I’m doing,975,13932,Sat Jun 04 00:19:14 +0000 2016,0,0
JosephEnright7,,7,0,Fri Apr 19 23:10:15 +0000 2019,0,1
MarineHero,"Just a sailor looking for the trade winds - open eyes 👀, forever learning and exploring...",725,2900,Wed Apr 08 10:35:56 +0000 2009,0,0
2Elisabitch,Crazy cat lady since 1991,12,104,Sat Jun 02 23:08:09 +0000 2018,0,0
storagespider,"Affordable, Secure and FAST Website Server UK Backup Storage with SFTP, Rsync, SSH & cPanel Access",370,10,Thu Feb 14 20:38:17 +0000 2019,0,0
SanjayShantagi1,,0,0,Mon Apr 15 19:56:19 +0000 2019,0,1
MistyTheBird1,"Hi I am Misty the Umbrella Cockatoo, I am very chill and I love to eat peanuts!",12,7,Fri Apr 19 22:25:08 +0000 2019,0,0
VidhiJaiswal9,Kind heart person,0,2,Tue Apr 17 04:42:29 +0000 2018,0,0
sasa178,サッカーを愛しています。,183,212,Wed Apr 23 23:47:40 +0000 2008,0,0
neetsdkasu,[ プログラミングにほんの少しだけ興味があります (目標：脱初心者(何かを作れるレベルに)) ]  [ AtCoder 4級 Rating 1192 緑色コーダー (2019-08-04時点) ]  [ 他の活動名 レナドーン など ],1179,30000,Wed Sep 04 16:54:48 +0000 2013,0,0
SCS_Cloud,"SCS Cloud is a team of software experts with extensive experience in ERP, CRM, and Governance, Risk and Compliance for a diverse array of industries.",18,250,Fri Sep 02 20:57:56 +0000 2016,0,0
dcconsulting4,"https://t.co/zxNuGq262l
Email:dcconsulting1324@gmail.com",287,1554,Sun Aug 12 00:29:49 +0000 2018,0,0
dnasc,,181,40,Thu Jul 09 14:29:55 +0000 2009,0,1
DaghstaniMaram,,6,3,Mon Apr 01 07:09:46 +0000 2019,0,1
Elshrkawy7stars,‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏ليس لدينا فروع أخرى بالتجمع الخامس🌼خدمه الساده العملاء🌼 جوده فائقه💐سرعه توصيل💐 الديلفري😍 01145020020😍مول دريمز خلف المحكمه🙋 الصفحه1,158,135,Tue Apr 09 22:35:25 +0000 2019,0,0
BogdylNatalia,,97,1064,Wed Mar 07 17:16:31 +0000 2018,0,1
AlexAmatray,,7,0,Fri Apr 19 21:04:32 +0000 2019,0,1
Overledgering,"#blockchain #interoperability #overledger #research #investment #assesment #Helicopters, #MercedesBenz #F1, #Sax, #Flute, #Travel, i-786 # $QNT 🗝️",805,2227,Sat Nov 07 16:55:45 +0000 2009,0,0
ham_id88,"master of science in philosophy of ethics

psychoanalysis


sex therapy


couple therapy",46,204,Tue Aug 10 22:16:07 +0000 2010,0,0
levitrona,"Ambitious man,  A dreamer, business mind. 
Project: #MLT #BullionTrade #AI #RenewableEnergy #Glass #Cloud #eCommerce. #Chemistry",159,1289,Thu Nov 13 23:31:20 +0000 2014,0,0
ether_91,#swiftgiff,902,4550,Sat Jun 30 06:01:47 +0000 2012,0,0
LucVR2,,0,0,Sat Aug 18 18:49:19 +0000 2018,0,1
KalaskyMatthew,,187,42,Mon Apr 08 18:02:13 +0000 2019,0,1
ArtemisMoonlit,"Love new adventures. And I am totally an odd ball: I have green eyes, am left handed, and my personality type is advocate. I don't fit in but hate standing out.",11,22,Wed May 16 03:18:48 +0000 2018,0,0
CTodaroDMD,"Crypto. Dentist. Wannabe Chef
#womenincrypto#blockchain#bitcoin",180,14,Mon Feb 04 22:03:23 +0000 2019,0,0
egoktay,Microsoft Principal Specialist at @KocSistem | MCSE Private Cloud & Messaging & Communication & Data Platform | Azure&Office 365 Certified | Powershell Lover,178,2223,Sun Dec 06 21:41:14 +0000 2009,0,0
AJacohinde,Escribir literatura y escribir código de programación.,5,31,Thu Apr 18 10:14:03 +0000 2019,0,0
vanillashoe,Product Owner for @NetApp HCI. @GeorgiaTech Grad. Coffee Addict.,81,2872,Sat Mar 21 02:39:00 +0000 2009,0,0
interzoid,"One license key, 20+ data-oriented APIs (several free, trials for all), easy to integrate into any app or Website. #cloud #data #realtime #REST #BetterData #API",787,390,Mon Aug 28 17:47:45 +0000 2017,0,0
anni_koponen,,2,0,Sun Apr 08 14:20:56 +0000 2018,0,1
johncar55538742,I’m 25 years old love anime sports big Miami HEAT fan & golden state warriors fan Tampa bay lighting fan Tampa bay buccaneers fan soon to be sports writer,94,5350,Tue Feb 19 21:53:01 +0000 2019,0,0
Aishwar49074603,"#velammalian
#saecian
Music Lover🎶
Spread Positivity✨
NEVEVR_EVER_GIVE_UP💪",1,1,Fri Apr 19 17:48:16 +0000 2019,0,0
OpinionTales,"months. ... tell stories, the ability to philosophize and define a meaning A collection of novels under the several names of",206,219,Wed Apr 10 19:26:13 +0000 2019,0,0
MjzSoft,"MJZSoft is an IT consultant, by focusing on software engineering and data engineering.",2,0,Fri Apr 19 19:25:50 +0000 2019,0,0
Pawel16267698,,0,4,Fri Apr 19 19:37:14 +0000 2019,0,1
jamgabwal,Business Analyst @deep_reach,8,2,Mon May 07 16:06:40 +0000 2018,0,0
NerdyHaze,"Just a smol canadian girl。                           
               
( ° ▽ ° ) ノ                          
french/english",127,1477,Tue Oct 20 17:07:33 +0000 2009,0,0
rspadillam,"Head of Cloud Architecture at @Bankia on #AWS, #Azure and #GoogleCloud. Cloud lover and technologies enthusiast.",501,3290,Sat Apr 14 10:48:49 +0000 2012,0,0
manoj_1980,,3,1,Sun Oct 11 10:03:13 +0000 2009,0,1
shreya_5,"I am who i am, you approval is not needed.",8,59,Wed Aug 03 17:56:44 +0000 2011,0,0
Utkarsh14744921,Businessman and student,2,0,Fri Apr 19 19:06:49 +0000 2019,0,0
Chris_McQ13,,170,3641,Sun Oct 20 17:32:29 +0000 2013,0,1
think_tek,,9,32,Tue Aug 15 17:00:04 +0000 2017,0,1
diegotorresval,,54,59,Mon Jul 06 00:48:05 +0000 2015,0,1
theimadabbas,ISFJ | EEE 017 Uofk |Entrepreneurial Engineering Mindset | ML Enthusiast during Day | Flutter Developer at Night,94,167,Sun Mar 03 13:37:34 +0000 2019,0,0
PurifierOnline,"Check Water Purifier & Air Purifiers Review, Price, Specifications and Features on https://t.co/FXIE6NfKpn",5,14,Fri Apr 19 18:31:26 +0000 2019,0,0
aiyemonase,,169,2050,Thu May 14 01:55:52 +0000 2009,0,1
Rakesh257409,,133,51,Thu Dec 21 16:59:20 +0000 2017,0,1
IZImusictweet,📍Dakar | Abidjan | Paris | Casablanca | NYC | LA 🎓 SciencesPo | USCLA | Centrale | ESSEC       🕸 Data Science and Agribusiness enthusiast 🌱 @realseedproject,11,14,Fri Jan 09 16:19:39 +0000 2015,0,0
JanbazPakWatan,"Proud Pakistani Muslim,MultiTasker Modern Villager,Progressive Reformer,Invisible Soldier,Striving for Social Justice & Equality,Networking People for Change",535,1670,Sat Apr 14 21:15:29 +0000 2018,0,0
mstarnesAI,"Technologist
| DC Denizen | #yimby | #AI | 🛵",17,140,Fri Apr 19 18:14:34 +0000 2019,0,0
ShishirIms,"**ﻵ ﺍِﻟَﻪَ ﺍِﻟّﺎ ﺍﻟﻠّﻪُ ﻣُﺤَﻤَّﺪٌ ﺭَﺳُﻮُ ﺍﻟﻠّﻪ **
Name : Imrus salehin
 Daffodil International University
(Computer Science And Engineering)
HomeToWn: KuShTia",7,9,Fri Apr 19 15:38:16 +0000 2019,0,0
ABDULMAJID8979,Islam is Everything. Islam is the only way to success.,29,65,Tue Jul 07 12:44:46 +0000 2015,0,0
Idk_aix,"IT student at { EPITECH } Marseille💻         
Love art and videogames 🎮",7,7,Fri Apr 19 17:26:07 +0000 2019,0,0
mustafah_15,¯\_(ツ)_/¯,442,3801,Sat Feb 04 13:09:02 +0000 2012,0,0
MovieReviewerID,Nge-review kalo lagi mood,0,0,Fri Apr 19 13:57:25 +0000 2019,0,0
StrainedG,,3,9,Fri Oct 14 16:17:22 +0000 2016,0,1
Trent_WZRD,,563,12835,Tue Jun 07 21:01:44 +0000 2011,0,1
BijiniBalan,Technology Analyst @Infosys,4,5,Fri May 04 08:09:33 +0000 2018,0,0
murarimahaseth,Unemployed student of ICAR-IARI,78,23,Thu Jun 23 03:24:08 +0000 2011,0,0
Toni48678339,makan,0,0,Sun Apr 07 07:24:32 +0000 2019,0,0
DgsWatch,"Anon DGSWatch of State of CA IT Procurement Abuse: Some SB/DVBEs, Agencies/Buyers, Sacramento IT integrators & SLED Reps",21,169,Sat Apr 13 19:31:58 +0000 2019,0,0
dmsehmann,,6,246,Wed Nov 26 19:03:01 +0000 2014,0,1
m_shanofficial,Proud Muslim▫️Proud Pakistani▫️Proud jutt▫️virgo♍️ & pieces♓️▫️love traveling 💜▫️Hate Tea ☕️▫️Hate fake people ▫️@HSKPakistan ▫️ https://t.co/tLoLGSPrkZ,846,4243,Sun Aug 31 15:52:56 +0000 2014,0,0
RimiB25,MSc Physics,23,47,Thu Jul 10 16:50:27 +0000 2014,0,0
OzgulErkis,"”Bilgi marifet bilgisidir. Hiçbir şey bilmesen bile, kendini tanıdın, bildin mi, bilginsin, arifsin.”",275,3686,Thu Nov 19 22:07:41 +0000 2009,0,0
lyw_D,Learn more!,1,0,Sat Jun 24 14:30:58 +0000 2017,0,0
Aditya76935091,,1,2,Fri Nov 02 04:23:50 +0000 2018,0,1
SoftwareAutoma1,Software Automation & DevOps Services,7,35,Tue Apr 16 21:44:43 +0000 2019,0,0
AframGodfred1,I am Afram Godfred. I come from Suma Ahenkro in the Bono region. I am fifteen years of age. I attend school at Suma Pentecost preparatory.,12,7,Fri Apr 19 16:22:50 +0000 2019,0,0
BrasilMacam,"Twitter Oficial da Macam Brasil.
Não importa qual seja a sua necessidade, nós produzimos a solução ideal para você!",10,0,Mon Feb 11 13:49:05 +0000 2019,0,0
ShinkaPlant,Twitch Streamer | Youtuber | 17 | Want to make money | Cancer survivor | Likes Sprites | Art | Gamer | Musician,1219,1004,Wed Nov 28 22:47:27 +0000 2018,0,0
AliMoha98560865,study,15,1,Fri Apr 19 16:16:02 +0000 2019,0,0
angelacervamtes,,235,5490,Sun Nov 25 20:18:51 +0000 2012,0,1
nadjwanasfatin,🍕,29,14,Fri Oct 26 14:40:04 +0000 2018,0,0
KBSINGHTWEET,,25,8,Thu Apr 19 09:57:04 +0000 2012,0,1
DivineIsaac5,"Am a graphic designer
A Master Logo Designer
And am really good in turning your vision for your business into images 
I do all things design
I also print.......",10,85,Fri Apr 19 15:57:22 +0000 2019,0,0
TkTycles,Web Developer,10,0,Fri Apr 19 15:38:45 +0000 2019,0,0
Kshitij09011684,I am nature loving person love to travel a lot. Try new things. I'm currently in engineering.,3,0,Fri Apr 19 15:31:13 +0000 2019,0,0
ErickaPatten,Wandering to find the next adventure in a town where mountains make the best skylines,195,1089,Tue Jul 24 00:16:46 +0000 2012,0,0
OHI54254963,"Hey random people, this is our new start-up company OHI. We will work our way up to take the future by storm. 😆",2,19,Fri Apr 19 14:26:42 +0000 2019,0,0
ArrarAsma,IT security engineer,9,17,Fri Jun 19 16:51:26 +0000 2015,0,0
ayushigoel,"Master Of Technology in 'IT and Society' from International Institute of Information Technology, Bangalore",40,177,Wed Feb 24 16:16:48 +0000 2010,0,0
theoriginalA3,,0,0,Mon Apr 15 18:32:55 +0000 2019,0,1
arungulla,A,6,209,Mon Sep 27 13:43:23 +0000 2010,0,0
Noorull22128909,,7,5,Fri Apr 19 15:05:39 +0000 2019,0,1
masco_gad,"A quiet Gentle Man, that like hearing Music & Hoping to be a Successful Business Man.",7,0,Fri Apr 19 14:55:55 +0000 2019,0,0
khon1234,,4,188,Sat Dec 20 03:19:05 +0000 2014,0,1
DUBUB_Marketing,,8,316,Tue Apr 02 19:31:47 +0000 2019,0,1
MauryaRaam,Proud to be A INDIAN🇮🇳,0,10,Thu Apr 04 19:17:56 +0000 2019,0,0
bwwaaaahhh,,9,36,Tue Mar 22 04:50:12 +0000 2016,0,1
Hugo_S_BOSS,Born in Portugal & grew up in Massachusetts.  Rock n Roller. I'm interested in Technology & computing and using them to transform lives. Carpe Diem,17,564,Wed Apr 17 19:27:55 +0000 2013,0,0
manimike20,,2,2,Fri Oct 30 15:42:36 +0000 2015,0,1
Abdulis31419081,,2,0,Fri Apr 19 14:51:40 +0000 2019,0,1
Bsutts_,19🤟🏽|OTW🍃|sc👻:b-fromthed|Fmoi@b.sutts,142,1019,Wed May 23 11:57:54 +0000 2018,0,0
ercanozca,,7,3,Thu Jun 24 19:21:31 +0000 2010,0,1
saurabhmeshram4,,27,317,Mon Dec 19 09:14:56 +0000 2011,0,1
LubomirNotev,,0,0,Thu Apr 18 08:07:31 +0000 2019,0,1
truceaid,"exploring brands, decision makers, influencers who make business houses run with full throttle !!!!  #truceaid, #contractjobs, #itjobs, #contract, #developer",6,300,Thu May 31 07:14:58 +0000 2018,0,0
MahmoudJuma,"My dream is when people see me they think that guy made my life better. Learner, BSEI, MCSA, MCSE Data Management and Analytics",357,33094,Sun Apr 24 10:02:15 +0000 2011,0,0
karthickraviku5,Politicians and pol parties,8,45,Mon Jul 30 03:20:23 +0000 2018,0,0
GnosticPlayers,"Contact: dreammarket@riseup.net
Co-Clown: @strfunction",60,5,Mon Apr 01 11:05:47 +0000 2019,0,0
Nkosisto3,,2,4,Mon Nov 17 18:57:39 +0000 2014,0,1
ladiesgetpaid,We help women advocate for themselves at work. hello@ladiesgetpaid.com💫,5791,3194,Thu Oct 17 19:58:23 +0000 2013,0,0
Satoshi724com,"Blockchain, Bitcoin ve kripto paralar ile ilgili güvenilir ve güncel haber, analiz ve rehberler... ✍️🌎 #Blockchain #Bitcoin #Kriptopara #Altcoins #BTC #ETH",6,3,Mon Sep 10 18:31:47 +0000 2018,0,0
_ReadsAlot_,"❤God,family,friends,USA. 🙏🏻for everyone, Pres Trump & leaders.God Bless & keep them-boot out any of them that need 2 go.Hebrews 13:3 🙏🏻4 those in bondage.",1982,6535,Tue Sep 15 03:58:42 +0000 2009,0,0
